Libellé produit,Univers,Nature,Couleurs détectées,Dimensions,embedding,sim_univers,sim_nature,univers_suspect,nature_suspect,Univers suggéré,sim_uni_best,Nature suggérée,sim_nat_best
trogir 3w commode contemporaine chambre salon bureau 120x30x76 6 tiroirs meuble rangement scandinave dressing mode,Chambre Literie,Commode,,,"[ 0.03449723  0.02607096  0.00841055 ...  0.00182607  0.03898402
 -0.01750836]",0.34305233,0.3065191,False,False,Chambre Literie,0.45330509543418884,Commode,0.5290120840072632
canape clic clac tudor beige,Canapé Salon Séjour,Canape droit,['beige'],,"[ 0.05806619  0.05628899  0.00633182 ...  0.03221918  0.01162927
 -0.03149344]",0.5083085,0.58068466,False,False,Canapé Salon Séjour,0.508308470249176,Canape droit,0.5806846618652344
beercracker refrigerateur 90 litres compartiment freezer 39 db classe a rouge,Gros Electroménager,Refrigerateur,['rouge'],,"[ 0.02472503  0.04827321  0.03179033 ... -0.05085405  0.02639273
 -0.00075853]",0.16399433,0.5316593,False,False,Gros Electroménager,0.1677129864692688,Refrigerateur,0.5316593050956726
ensemble matelas ressorts someo r50 sommier pieds 120x190,Bureau Rangement,Meuble à chaussures,,['120x190'],"[ 0.0131995   0.01347323 -0.00542679 ...  0.01674264 -0.02013665
 -0.02140889]",0.16048187,0.25935388,False,False,Bureau Rangement,0.39003801345825195,Meuble à chaussures,0.6093465685844421
leifheit 3195 shaker assaisonnements,Décoration Textile,Ustensiles,,,"[ 0.01962078  0.00121816 -0.004419   ...  0.00013672  0.01377534
  0.0050269 ]",0.09236346,0.28531307,False,False,Décoration Textile,0.21277618408203125,Ustensiles,0.4931408166885376
lit borea 160x200 tissu 1 sommier beige,Chambre Literie,Lit adulte,['beige'],['160x200'],"[ 0.03433529  0.02578538 -0.01849216 ... -0.02307051  0.01071967
 -0.02806527]",0.42599568,0.48539305,False,False,Chambre Literie,0.42599567770957947,Lit adulte,0.5598192811012268
p 24 photos,Décoration Textile,Cadre photo,,,"[ 0.03900686 -0.01015735  0.02649855 ...  0.00344836  0.03202425
 -0.00292646]",0.2775333,0.39614588,False,False,Décoration Textile,0.27753329277038574,Cadre photo,0.39614588022232056
lampe bureau industrielle articulee famous blanche metal,Bureau Rangement,Lampe de bureau,,,"[ 0.02777564  0.05962545 -0.02774455 ...  0.02417366  0.00820224
 -0.02873623]",0.3153911,0.6289393,False,False,Bureau Rangement,0.31539109349250793,Lampe de bureau,0.6289392709732056
apprends nombres peppa pig,Enfant Bébé,Jeu de société,,,"[ 0.06095753 -0.03262517  0.02791385 ...  0.03223769 -0.00171974
  0.01245871]",0.1639894,0.060014762,False,True,Enfant Bébé,0.16398939490318298,Puzzle,0.2842475175857544
tosel lisburn lampadaire acier 1xe27 abat jour cylindrique tissu lo30xla30xh155 cm cuivre,Décoration Textile,Lampadaire,['gris'],,"[ 0.0440513   0.01018181 -0.01344569 ... -0.01948313  0.00099306
  0.01694367]",0.20154592,0.52173305,False,False,Décoration Textile,0.20154592394828796,Lampadaire,0.5217330455780029
meuble tv moderne 138 cm luciana coloris blanc noyer,Canapé Salon Séjour,Meuble tv,['blanc'],['138 cm'],"[ 0.06177933 -0.01887459  0.01326808 ... -0.03171446 -0.00302364
 -0.05558291]",0.34235257,0.54671425,False,False,Canapé Salon Séjour,0.35913875699043274,Meuble tv,0.5467142462730408
lot 2 tables chevet bois olga gris tiroir blanc,Chambre Literie,Chevet,"['blanc', 'gris']",,"[ 0.02565284  0.01715592  0.03661709 ...  0.01707888  0.01550453
 -0.02033659]",0.2498569,0.21719289,False,False,Chambre Literie,0.2786661684513092,Chevet,0.41762903332710266
citysports trottinette electrique scooter pliable adultes phare avant e scooter noir siege trottinette,Jardin Loisirs Sport,Trottinette,['noir'],,"[ 0.00690046  0.01758249 -0.11613721 ...  0.06175139 -0.00567193
 -0.01338453]",0.113112345,0.54615575,False,False,Jardin Loisirs Sport,0.19038495421409607,Trottinette,0.5461557507514954
mastercook meuble bas 1 porte 40cm blanc,Cuisine Salle de bain,Meuble bas cuisine,['blanc'],['40cm'],"[-0.01853278  0.00084471  0.0081819  ... -0.02117364 -0.00193914
  0.00579731]",0.41789854,0.5838135,False,False,Cuisine Salle de bain,0.4178985357284546,Meuble bas cuisine,0.583813488483429
aspirateur multi cyclonique sans sac,Petit Electroménager,Aspirateur traineau,,,"[ 0.01500789  0.02330306  0.02461908 ...  0.06766762 -0.06814285
 -0.02519559]",0.22376083,0.50254905,False,False,Petit Electroménager,0.22376082837581635,Aspirateur traineau,0.6118869781494141
bialetti cafetiere venus tous feux 10 tasses 0001685,Décoration Textile,Ustensiles,,,"[-0.00538139  0.03300877 -0.02324594 ... -0.0014977   0.00020812
 -0.01096339]",-0.0036918279,0.2696128,True,False,Cuisine Salle de bain,0.2073688507080078,Ustensiles,0.5082212686538696
naturalex ergo matelas 160x200 cm latex mousse a memoire forme thermosensible hauteur 17 cm anti escarres massant,Chambre Literie,Matelas,,"['160x200 cm', '17 cm']","[ 0.01987326  0.05127049  0.02997568 ...  0.01827613 -0.00909834
  0.01785205]",0.22870675,0.46791863,False,False,Chambre Literie,0.2287067472934723,Matelas,0.4848531186580658
robot cafe,Petit Electroménager,Expresso,,,"[ 0.04966428  0.01004667  0.02105135 ... -0.00338018 -0.02321106
 -0.01779968]",0.2417416,0.41853568,False,False,Petit Electroménager,0.2417415976524353,Expresso,0.6786885857582092
lave linge frontal oceanic oceall714w,Gros Electroménager,Lave linge,,,"[-0.04118278  0.05529755  0.01378741 ... -0.06262963  0.02156615
  0.01941569]",0.18556678,0.5495885,False,False,Gros Electroménager,0.22475554049015045,Lave linge,0.5495885014533997
poubelle salle bain metal 3l noir,Cuisine Salle de bain,Poubelle sdb,['noir'],,"[ 0.00996449  0.04549905  0.02448156 ... -0.01315432  0.03573672
 -0.00060049]",0.42561707,0.54533017,False,False,Cuisine Salle de bain,0.4256170690059662,Poubelle sdb,0.5453301668167114
meuble rangement cube merlin enfant bleu 7 cases,Bureau Rangement,Bibliotheque,['bleu'],,"[ 0.01188114 -0.01275394  0.07889681 ...  0.00590419  0.01102416
  0.01815823]",0.42181557,0.2835681,False,False,Bureau Rangement,0.42181557416915894,Bibliotheque,0.5331130027770996
rotissoire,Petit Electroménager,Autre cuisson,,,"[ 0.07817455  0.02319332 -0.01365014 ...  0.02388325  0.02230636
 -0.04673142]",0.13693242,0.17677832,False,False,Petit Electroménager,0.2514604926109314,Autre cuisson,0.4189271330833435
canape 3 places velours alaia bleu fonce,Petit Electroménager,Friteuse,['bleu'],,"[ 0.00235082  0.02183223 -0.02326394 ... -0.00912944  0.04324681
 -0.06684542]",0.05302847,0.038540717,True,True,Canapé Salon Séjour,0.5392326712608337,Canapé d'angle,0.5432415008544922
image encadree imprime tour eiffel,Décoration Textile,Image encadree,,,"[ 0.00958765  0.04060913 -0.00475612 ...  0.05102919  0.03592185
 -0.00679616]",0.16682793,0.53004026,False,False,Décoration Textile,0.16682793200016022,Image encadree,0.5300402641296387
panier a linge ecriture 63cm gris,Cuisine Salle de bain,Panier à linge,['gris'],['63cm'],"[ 0.03381423  0.04989116 -0.01111959 ... -0.01708845  0.05107934
  0.03348914]",0.1916613,0.52061695,False,False,Cuisine Salle de bain,0.32811009883880615,Panier à linge,0.5206169486045837
matelas ferme tous clic clac alese 130x190 15 cm decoupe assise 70 cm 5 zones confort noyau poli lattex hr derni,Bureau Rangement,Meuble à chaussures,,"['130x190', '15 cm', '70 cm']","[-0.00232978 -0.02859409 -0.01806082 ... -0.01385733  0.00943177
  0.01695053]",0.2499884,0.23910269,False,False,Bureau Rangement,0.36517155170440674,Meuble à chaussures,0.4846884310245514
table rectangulaire pliante bolero 1220 mm,Canapé Salon Séjour,Table,,['1220 mm'],"[ 0.03312915 -0.00889386  0.01208402 ...  0.01238564  0.00011118
  0.0542906 ]",0.14720242,0.41784644,False,False,Canapé Salon Séjour,0.2208356261253357,Table,0.4575369358062744
matelas extravisco 160x200 cm mousse a memoire forme thermosoft systeme 8 couches confort blue latex reversible certifie oek,Chambre Literie,Matelas,,['160x200 cm'],"[ 0.01822855  0.06293683  0.03314391 ... -0.00252582 -0.01461486
 -0.01911316]",0.33009586,0.5271294,False,False,Chambre Literie,0.3300958573818207,Matelas,0.5672962665557861
lit gigogne enfant sommiers tiroirs patapon blanc gris,Enfant Bébé,Lit jeune,"['blanc', 'gris']",,"[ 0.03452131  0.04680883  0.00338988 ...  0.02233277 -0.01624584
  0.00031863]",0.3233078,0.49033374,False,False,Enfant Bébé,0.47771209478378296,Lit jeune,0.5331560969352722
cle usb 8go,TV Son Multimédia,Cle usb,,,"[ 0.00369763  0.04939787  0.05674721 ...  0.06323665 -0.02044018
  0.05027126]",0.07838072,0.68115604,False,False,TV Son Multimédia,0.12129625678062439,Cle usb,0.6811560392379761
couette 300 gr blanc 140x200 cm,Chambre Literie,Couette,['blanc'],['140x200 cm'],"[ 2.8901456e-03 -3.4794413e-02  1.0764405e-02 ... -1.0368454e-02
 -4.1999301e-05  1.1002917e-02]",0.35001075,0.54835266,False,False,Chambre Literie,0.3500107526779175,Couette,0.5483526587486267
banquette lit clic clac,Canapé Salon Séjour,Banquette,,,"[ 0.02293853  0.08894005 -0.0118907  ...  0.03479527 -0.00835985
 -0.00061141]",0.43130106,0.6267036,False,False,Canapé Salon Séjour,0.5162451863288879,Banquette,0.6267036199569702
sommier 140x190 cm tapissier blanc pieds inclus,Chambre Literie,Sommier,['blanc'],['140x190 cm'],"[ 0.04125209 -0.0322874  -0.01051225 ... -0.02030583 -0.00231012
 -0.02492294]",0.37809765,0.40556657,False,False,Chambre Literie,0.37809765338897705,Sommier,0.5583735108375549
canape scandinave 3 places danube velours bleu,Petit Electroménager,Friteuse,['bleu'],,"[-0.0023109   0.02508459 -0.03775708 ... -0.01356886  0.04531897
 -0.05884748]",0.050988108,0.03712187,True,True,Canapé Salon Séjour,0.49562615156173706,Canapé d'angle,0.5322921276092529
papier peint panoramique intisse cerisiers japonais 300 x 280cm or,Décoration Textile,Papier peint,['doré'],"['300 x 280cm', '280cm']","[ 0.05367289 -0.02664107  0.00856899 ... -0.0019718   0.07328875
 -0.0057177 ]",0.3194277,0.4448287,False,False,Décoration Textile,0.3194276988506317,Papier peint,0.44482868909835815
furnix meuble tv suspendu moderne vuelo double 2x140 cm blanc blanc brillant led,Canapé Salon Séjour,Meuble tv,['blanc'],,"[-0.00229175  0.01499445 -0.00206056 ...  0.00485717 -0.02075992
 -0.03624126]",0.16075253,0.4154936,False,False,Canapé Salon Séjour,0.3312320113182068,Meuble tv,0.4987787902355194
lave vaisselle 60cm pose libre whirlpool wrfe2b16ix,Gros Electroménager,Lave vaisselle,,['60cm'],"[ 0.03527375  0.04241671  0.0403044  ... -0.01809646  0.01700611
  0.03207301]",0.1791871,0.51583385,False,False,Gros Electroménager,0.3496004343032837,Lave vaisselle,0.515833854675293
oxford meuble tv decor noir chene style industriel 158 x p 40 x h 47 cm,Canapé Salon Séjour,Meuble tv,['noir'],['47 cm'],"[ 0.04760435 -0.03423299 -0.00347053 ... -0.02533625  0.02849698
 -0.04201543]",0.2892709,0.4922219,False,False,Canapé Salon Séjour,0.3016047477722168,Meuble tv,0.4922218918800354
dual coffret rangement disques vinyles finition bois,TV Son Multimédia,Platine vinyle,,,"[-0.00298172  0.04284609  0.0143961  ...  0.02297286  0.0432597
  0.04836128]",0.17773542,0.66615546,False,False,TV Son Multimédia,0.32090991735458374,Platine vinyle,0.6661554574966431
banc coffre pliable velours zig zag,Canapé Salon Séjour,Pouf / repose pied,,,"[ 0.0468697   0.01002658 -0.00048493 ... -0.01010324  0.01189144
  0.01534212]",0.36140788,0.34219792,False,False,Canapé Salon Séjour,0.3686625361442566,Pouf / repose pied,0.562738299369812
matelas ressorts sommier 180x200 cm,Bureau Rangement,Meuble à chaussures,,['180x200 cm'],"[ 0.03026647  0.00974606  0.02515966 ...  0.00180079 -0.02936677
  0.0081992 ]",0.18399343,0.28610855,False,False,Bureau Rangement,0.4546844959259033,Meuble à chaussures,0.5967129468917847
techwood tcr 186 cuiseur a riz inox,Petit Electroménager,Cuiseur a riz,,,[0.00610268 0.02096333 0.02680873 ... 0.00082883 0.03463259 0.02450317],0.23864326,0.5712464,False,False,Petit Electroménager,0.31046435236930847,Cuiseur a riz,0.5712463855743408
meuble tv wander 180 cm ch wotan noir brillant,Canapé Salon Séjour,Meuble tv,['noir'],['180 cm'],"[ 0.07253007  0.00812713 -0.01584161 ... -0.00611873  0.01562484
 -0.06342164]",0.2970966,0.57299376,False,False,Canapé Salon Séjour,0.3154447078704834,Meuble tv,0.5729937553405762
tosel tresse bago b suspension plastique noir 1xe27 abat jour cylindrique acier bois noir bois h tre lo32xla32xh90,Enfant Bébé,Suspension,"['noir', 'gris']",,"[ 0.00404198  0.03509408 -0.02276894 ...  0.00395489  0.0696337
 -0.00390551]",0.0414778,0.39200717,True,False,Décoration Textile,0.24210390448570251,Suspension,0.47617214918136597
matelas fixe 140 x 200 bultex pureness 1420,Chambre Literie,Matelas,,['140 x 200'],"[-0.02561655  0.01747386  0.02084432 ... -0.01424308 -0.04078121
  0.00882192]",0.40728408,0.53566784,False,False,Chambre Literie,0.40728408098220825,Matelas,0.5422360301017761
vidaxl etagere murale flottante ch 40x23x3 8 cm mdf,Canapé Salon Séjour,Etagère,,['8 cm'],"[ 0.02743446  0.02953607  0.03058624 ... -0.01554082  0.05588786
 -0.00738832]",0.15668046,0.39677602,False,False,Canapé Salon Séjour,0.2724946141242981,Etagère,0.46058449149131775
dodo oreiller grand luxe quallofil allerban 60x60 cm blanc,Chambre Literie,Oreiller,['blanc'],['60x60 cm'],"[-0.01140388  0.04562511  0.00368572 ...  0.01496718  0.02564999
 -0.00892181]",0.3897679,0.4753639,False,False,Chambre Literie,0.3897678852081299,Oreiller,0.5705573558807373
vidaxl cadre lit led gris similicuir 100 x 200 cm,Chambre Literie,Cadre à lattes,['gris'],"['100 x 200 cm', '200 cm']","[ 0.01759709  0.0235824   0.00594141 ... -0.00111558  0.01426716
  0.02592247]",0.43236613,0.4104709,False,False,Chambre Literie,0.43236613273620605,Cadre à lattes,0.4705665111541748
tapis salon shaggy idex,Décoration Textile,Tapis de Salon et Ch,,,"[ 0.04596821 -0.03066089  0.01895654 ... -0.00306721  0.03005714
 -0.0008575 ]",0.34572652,0.6280786,False,False,Décoration Textile,0.4485177993774414,Tapis de Salon et Ch,0.6280785799026489
lit enfant luki 160x80 matelas sommier tiroir blanc hero,Enfant Bébé,Lit jeune,['blanc'],['160x80'],"[ 0.00348658  0.00011869 -0.00628243 ...  0.02359488  0.01145227
 -0.00810634]",0.2559138,0.5122316,False,False,Enfant Bébé,0.47863322496414185,Lit jeune,0.5390757918357849
samsung series 7 qe75q70tat 190 5 cm 75 4k ultra hd smart tv wifi noir,TV Son Multimédia,Tv ecran plat,['noir'],['5 cm'],"[ 0.01015626  0.03990186 -0.00204275 ... -0.00759701 -0.01959372
 -0.0010947 ]",0.35665366,0.41662592,False,False,TV Son Multimédia,0.3566536605358124,Tv ecran plat,0.4166259169578552
scandinave canape angle reversible convertible 267x151x88cm bleu,Petit Electroménager,Friteuse,['bleu'],,"[ 0.00606887  0.01645176 -0.01630054 ... -0.00071546  0.01796215
 -0.03872858]",0.028637808,0.09645951,True,True,Canapé Salon Séjour,0.4290577471256256,Canapé d'angle,0.6075830459594727
lot 2 chaises design polycarbonate pieds bois neo transparent,Canapé Salon Séjour,Chaise,,,"[ 0.04151232 -0.05365808  0.00307027 ... -0.0003761   0.02565215
  0.03935999]",0.2675342,0.51441,False,False,Canapé Salon Séjour,0.26753419637680054,Chaise,0.5803654789924622
lit luxor 180cm patchwork rouge,Chambre Literie,Tete de lit,['rouge'],['180cm'],"[ 0.06466955  0.0213223   0.00824925 ...  0.01118649 -0.00924771
  0.03670582]",0.40797552,0.40144783,False,False,Chambre Literie,0.40797552466392517,Tete de lit,0.48199623823165894
banquette cc sans housse 140cm,Canapé Salon Séjour,Structure et mat cc,,['140cm'],"[-0.01843913  0.0162241   0.00282854 ...  0.0002255  -0.01827349
 -0.04223702]",0.4295916,0.26712227,False,False,Canapé Salon Séjour,0.4295915961265564,Structure et mat cc,0.6196407079696655
ineck coque samsung note 8 housse samsung galaxy note 8 integrale etui transparent protection 2 1 bumper transparent silic,TV Son Multimédia,Acc telephonie,,,"[-0.03610859  0.04564839 -0.00714713 ...  0.01191006 -0.02289148
 -0.00239334]",0.056557752,0.23077583,True,False,Cuisine Salle de bain,0.1576550006866455,Acc telephonie,0.4566212594509125
cadre a lattes fixe 90x190 cm,Chambre Literie,Cadre à lattes,,['90x190 cm'],"[ 0.0412926  -0.00721318 -0.01288353 ... -0.02322002  0.01443669
  0.00507406]",0.14081664,0.70091325,False,False,Chambre Literie,0.2504788041114807,Cadre à lattes,0.7009132504463196
matelas 90x200 a memoire forme 11 zones differenciees orthopedie haute densite reversible,Chambre Literie,Matelas,,['90x200'],"[ 0.00160969  0.04582057 -0.01455713 ...  0.02613148 -0.00515269
  0.01257795]",0.32582128,0.44165587,False,False,Chambre Literie,0.32582128047943115,Matelas,0.45765334367752075
tnb aninflat55 antenne interieure amplifiee 55db,TV Son Multimédia,Antenne tv,,,"[-0.02928202  0.03836229  0.0602848  ... -0.00307519  0.01446866
 -0.00315232]",0.23781903,0.354122,False,False,TV Son Multimédia,0.23781903088092804,Antenne tv,0.4557526707649231
indesit bwd 71452 w fr autonome charge avant 7kg 1400tr min a blanc machine a laver,Gros Electroménager,Lave linge,['blanc'],,"[-0.01826609  0.01231303  0.04224822 ... -0.01861093  0.00166576
 -0.01276861]",0.18684295,0.53053504,False,False,Gros Electroménager,0.20710274577140808,Lave linge,0.5305350422859192
papier peint intisse ninon 1005 x 52cm noir blanc,Décoration Textile,Papier peint,"['blanc', 'noir']","['1005 x 52cm', '52cm']","[-0.03177766 -0.00572026  0.02928195 ... -0.01312931  0.0646501
  0.01596337]",0.19982979,0.44929957,False,False,Décoration Textile,0.19982978701591492,Papier peint,0.44929957389831543
filtre a charbon actif cave a vin climadiff,Gros Electroménager,Accessoire cave vin,,,"[ 0.00336451 -0.00454715  0.04277171 ...  0.0020975  -0.03273457
  0.03449072]",0.04198579,0.4410532,True,False,Gros Electroménager,0.1165011078119278,Accessoire cave vin,0.469633549451828
film huawei p40 lite protege ecran flexible anti rayures nillkin transparent,TV Son Multimédia,Acc telephonie,,,"[-0.04453741  0.01384681  0.03317383 ... -0.03731072 -0.00855932
 -0.01388785]",0.074972674,0.13283679,False,True,TV Son Multimédia,0.1223219484090805,Dalle écran,0.4530778229236603
asma tapis salon shaggy berbere 100 polypropylene 120x160 cm noir,Décoration Textile,Tapis de Salon et Ch,['noir'],['120x160 cm'],"[ 0.03622513 -0.02382117 -0.00232389 ... -0.05857405 -0.02781502
  0.01314901]",0.2126714,0.5186168,False,False,Décoration Textile,0.31849443912506104,Tapis de Salon et Ch,0.518616795539856
lawnmaster taille haies perche sans batterie ni chargeur vert gris,Jardin Loisirs Sport,Taille haie,"['vert', 'gris']",,"[ 0.01283605  0.04995912 -0.0328998  ...  0.02455519  0.01211479
  0.01554573]",0.24087144,0.52027166,False,False,Jardin Loisirs Sport,0.24087144434452057,Taille haie,0.5202716588973999
